166.000,18.200,8.400,1.000
1.000,51.000,7.600,1.000
487.0,15.0,0.0,0
484.0,15.0,0.4,0
481.0,14.6,0.8,0
478.0,13.8,1.2,0
475.0,12.6,1.6,0
472.0,11.0,2.0,0
469.0,9.0,2.4,0
466.0,6.6,2.8,0
463.0,3.8,3.2,0
460.0,0.6,3.6,0
457.0,-3.0,4.0,0
454.0,-7.0,4.4,0
451.0,-11.4,4.8,0
448.0,-16.2,5.2,0
445.0,-21.4,5.6,0
442.0,-27.0,6.0,0
439.0,-33.0,6.4,0
436.0,-39.4,6.8,0
433.0,-46.2,7.2,0
430.0,-53.4,7.6,0
427.0,-61.0,8.0,0
424.0,-69.0,8.4,0
421.0,-77.4,8.8,0
418.0,-69.4,-7.6,0
415.0,-61.8,-7.2,0
412.0,-54.6,-6.8,0
409.0,-47.8,-6.4,0
406.0,-41.4,-6.0,0
403.0,-35.4,-5.6,0
400.0,-29.8,-5.2,0
397.0,-24.6,-4.8,0
394.0,-19.8,-4.4,0
391.0,-15.4,-4.0,0
388.0,-11.4,-3.6,0
385.0,-7.8,-3.2,0
382.0,-4.6,-2.8,0
379.0,-1.8,-2.4,0
376.0,0.6,-2.0,0
373.0,2.6,-1.6,0
370.0,4.2,-1.2,0
367.0,5.4,-0.8,0
364.0,6.2,-0.4,0
361.0,6.6,0.0,0
358.0,6.6,0.4,0
355.0,6.2,0.8,0
352.0,5.4,1.2,0
349.0,4.2,1.6,0
346.0,2.6,2.0,1
343.0,10.6,-7.6,0
340.0,18.2,-7.2,0
337.0,25.4,-6.8,0
334.0,32.2,-6.4,0
331.0,38.6,-6.0,0
328.0,44.6,-5.6,0
325.0,50.2,-5.2,0
322.0,55.4,-4.8,0
319.0,60.2,-4.4,0
316.0,64.6,-4.0,0
313.0,68.6,-3.6,0
310.0,72.2,-3.2,0
307.0,75.4,-2.8,0
304.0,78.2,-2.4,0
301.0,80.6,-2.0,0
298.0,82.6,-1.6,0
295.0,84.2,-1.2,0
292.0,85.4,-0.8,0
289.0,86.2,-0.4,0
286.0,86.6,0.0,0
283.0,86.6,0.4,0
280.0,86.2,0.8,0
277.0,85.4,1.2,0
274.0,84.2,1.6,0
271.0,82.6,2.0,0
268.0,80.6,2.4,0
265.0,78.2,2.8,0
262.0,75.4,3.2,0
259.0,72.2,3.6,0
256.0,68.6,4.0,0
253.0,64.6,4.4,0
250.0,60.2,4.8,0
247.0,55.4,5.2,0
244.0,50.2,5.6,0
241.0,44.6,6.0,0
238.0,38.6,6.4,0
235.0,32.2,6.8,0
232.0,25.4,7.2,0
229.0,18.2,7.6,0
226.0,26.2,-7.6,0
223.0,33.8,-7.2,0
220.0,41.0,-6.8,0
217.0,47.8,-6.4,0
214.0,54.2,-6.0,0
211.0,60.2,-5.6,0
208.0,65.8,-5.2,0
205.0,71.0,-4.8,0
202.0,75.8,-4.4,0
199.0,80.2,-4.0,0
196.0,84.2,-3.6,0
193.0,87.8,-3.2,0
190.0,91.0,-2.8,0
187.0,93.8,-2.4,0
184.0,96.2,-2.0,0
181.0,98.2,-1.6,0
178.0,99.8,-1.2,0
175.0,101.0,-0.8,0
172.0,101.8,-0.4,0
169.0,102.2,0.0,0
166.0,102.2,0.4,0
163.0,101.8,0.8,0
160.0,101.0,1.2,0
157.0,99.8,1.6,0
154.0,98.2,2.0,0
151.0,96.2,2.4,0
148.0,93.8,2.8,0
145.0,91.0,3.2,0
142.0,87.8,3.6,0
139.0,84.2,4.0,0
136.0,80.2,4.4,0
133.0,75.8,4.8,0
130.0,71.0,5.2,0
127.0,65.8,5.6,0
124.0,60.2,6.0,0
121.0,54.2,6.4,0
118.0,47.8,6.8,0
115.0,41.0,7.2,1
112.0,49.0,-7.6,0
109.0,56.6,-7.2,0
106.0,63.8,-6.8,0
103.0,70.6,-6.4,0
100.0,77.0,-6.0,0
97.0,83.0,-5.6,0
94.0,88.6,-5.2,0
91.0,93.8,-4.8,0
88.0,98.6,-4.4,0
85.0,103.0,-4.0,0
82.0,107.0,-3.6,0
79.0,110.6,-3.2,0
76.0,113.8,-2.8,0
73.0,116.6,-2.4,0
70.0,119.0,-2.0,0
67.0,121.0,-1.6,0
64.0,122.6,-1.2,0
61.0,123.8,-0.8,0
58.0,124.6,-0.4,0
55.0,125.0,0.0,0
52.0,125.0,0.4,0
49.0,124.6,0.8,0
46.0,123.8,1.2,0
43.0,122.6,1.6,0
40.0,121.0,2.0,0
37.0,119.0,2.4,0
34.0,116.6,2.8,0
31.0,113.8,3.2,0
28.0,110.6,3.6,0
25.0,107.0,4.0,0
22.0,103.0,4.4,0
19.0,98.6,4.8,0
16.0,93.8,5.2,0
13.0,88.6,5.6,0
10.0,83.0,6.0,0
7.0,77.0,6.4,0
4.0,70.6,6.8,0
1.0,63.8,7.2,0
-2.0,56.6,7.6,1
-5.0,64.6,-7.6,0
-8.0,72.2,-7.2,0
-11.0,79.4,-6.8,0
-14.0,86.2,-6.4,0
-17.0,92.6,-6.0,0
-20.0,98.6,-5.6,0
-23.0,104.2,-5.2,0
-26.0,109.4,-4.8,0
-29.0,114.2,-4.4,0
-32.0,118.6,-4.0,0
-35.0,122.6,-3.6,0
-38.0,126.2,-3.2,0
-41.0,129.4,-2.8,0
-44.0,132.2,-2.4,0
-47.0,134.6,-2.0,0
-50.0,136.6,-1.6,0
-53.0,138.2,-1.2,0
-56.0,139.4,-0.8,0
-59.0,140.2,-0.4,0
-62.0,140.6,0.0,0
-65.0,140.6,0.4,0
-68.0,140.2,0.8,0
-71.0,139.4,1.2,0
-74.0,138.2,1.6,0
-77.0,136.6,2.0,0
-80.0,134.6,2.4,0
-83.0,132.2,2.8,0
-86.0,129.4,3.2,0
-89.0,126.2,3.6,0
-92.0,122.6,4.0,0
-95.0,118.6,4.4,0
